match,week,team,opponent,Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 17:47:34,1,0,0,0,1,1,9,0,0,0,0,1,07 Shiru Liu,NA,00 Margaret Rowell
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 17:58:11,2,1,0,0,1,3,26,2,2,0,2,1,09 Summer Wilson,04 Mary Clare Robbins,10 Gabriella Cuina
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:07:52,3,2,0,0,0,1,3,1,1,0,0,1,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:11:54,4,2,1,1,1,1,14,0,0,0,0,0,NA,NA,09 Summer Wilson
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:16:42,5,3,1,0,0,1,1,1,1,0,0,1,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:20:00,6,3,2,1,0,1,14,1,1,0,0,0,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:26:07,7,3,3,1,1,3,25,2,2,0,1,1,34 Carley Garrett,05 Elise Franke,26 Amy Broome
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:37:45,8,4,3,0,0,0,0,0,0,0,0,0,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:39:09,9,4,4,1,0,1,8,1,1,0,0,0,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:43:32,10,4,5,1,1,3,5,2,2,0,1,1,NA,07 Shiru Liu,00 Margaret Rowell
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:47:27,11,5,5,0,0,4,13,4,4,0,2,2,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 18:55:46,12,5,6,1,0,2,7,2,2,0,0,1,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 19:00:16,13,5,7,1,1,2,18,1,1,0,0,1,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 19:08:59,14,6,7,0,1,1,1,0,0,0,0,1,NA,07 Shiru Liu,16 Kinsey Neas
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 19:10:04,15,7,7,0,0,2,30,2,2,1,0,2,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 22:57:55,16,7,8,1,1,3,16,3,3,0,1,2,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 23:07:49,17,8,8,0,1,3,12,2,2,0,0,3,16 Kinsey Neas,NA,05 Elise Franke
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 23:18:11,18,9,8,0,0,1,18,1,1,0,0,1,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 23:28:41,19,9,9,1,0,4,10,4,4,0,0,3,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 23:50:55,20,9,10,1,0,1,27,1,1,0,0,0,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-14 23:57:56,21,9,11,1,0,1,5,1,1,0,0,0,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-15 00:00:29,22,9,12,1,0,3,33,3,1,3,0,2,NA,NA,NA
ATX @ ATL,Week 1,ATX,ATL,2025-04-15 00:10:03,23,9,13,1,0,1,11,1,1,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 18:30,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 20:48,2,0,1,1,1,3,19,2,2,0,1,1,11 Tracey Lo,18 Laura Grencser,27 Eliza Hutchins
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 20:56,3,1,1,0,0,2,8,2,2,0,1,1,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:02,4,1,2,1,1,3,22,2,2,0,1,1,04 Rachel Mast,11 Tracey Lo,04 Rachel Mast
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:08,5,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:09,6,2,3,1,0,2,8,2,0,2,0,1,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:15,7,2,4,1,1,2,7,1,1,0,0,1,77 Katrina McGuire,18 Laura Grencser,77 Katrina McGuire
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:18,8,3,4,0,0,3,17,2,2,0,0,3,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:26,9,3,5,1,0,2,13,2,1,1,1,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:30,10,3,6,1,1,1,12,0,0,0,0,0,32 Shani Rosenthal,18 Laura Grencser,77 Katrina McGuire
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:33,11,4,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:34,12,4,7,1,0,1,7,1,1,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:36,13,4,8,0,1,3,15,2,2,0,2,1,04 Rachel Mast,18 Laura Grencser,27 Eliza Hutchins
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:48,14,5,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 21:56,15,5,9,1,1,4,13,3,2,1,0,3,18 Laura Grencser,77 Katrina McGuire,18 Laura Grencser
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 22:09,16,6,9,0,1,1,7,0,0,0,0,1,18 Laura Grencser,11 Tracey Lo,91 Samantha Phillips
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 22:19,17,7,9,0,1,1,12,0,0,0,0,1,18 Laura Grencser,11 Tracey Lo,77 Katrina McGuire
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 22:28,18,8,9,1,1,1,7,0,0,0,0,0,18 Laura Grencser,04 Rachel Mast,19 Melissa Gibbs
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 22:35,19,9,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 22:37,20,9,10,1,0,3,18,3,3,0,2,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 22:46,21,9,11,1,0,2,3,2,2,0,0,1,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 22:52,22,9,12,1,1,2,28,1,1,0,1,0,11 Tracey Lo,18 Laura Grencser,15 Sydney Loughran
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 23:01,23,10,12,0,0,1,2,1,1,0,0,1,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 23:04,24,10,13,1,0,1,13,1,1,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,INDY,PHL,4/6/2025 23:08,25,10,14,1,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 12:46:36,1,0,0,1,1,1,13,0,0,0,0,0,66 Jess Brand,09 Sarah Hirannet,66 Jess Brand
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 12:52:53,2,1,0,0,0,2,8,2,2,0,2,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:00:01,3,1,1,1,1,3,25,2,2,0,1,1,NA,29 Sara Liang,19 Grace Maroon
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:06:32,4,2,1,0,0,2,11,2,2,0,1,1,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:15:26,5,2,2,1,0,1,5,1,0,1,0,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:32:40,6,2,3,0,1,2,5,1,0,1,1,1,99 Veronica Kolegue-Spalaris,27 Kit Asterin,22 Liz Hart
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:35:38,7,3,3,0,0,1,3,1,1,0,0,1,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:38:52,8,3,4,1,1,4,28,3,2,1,2,1,29 Sara Liang,19 Grace Maroon,29 Sara Liang
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:51:29,9,4,4,0,1,2,11,1,1,0,1,1,21 Linda Morse,23 Natalie Bova,22 Liz Hart
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:55:33,10,5,4,0,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 13:58:37,11,5,5,1,1,1,10,0,0,0,0,0,23 Natalie Bova,99 Veronica Kolegue-Spalaris,29 Sara Liang
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:01:17,12,6,5,0,0,1,0,0,0,0,1,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:04:17,13,6,6,1,0,3,15,2,2,1,0,2,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:21:32,14,6,7,1,1,1,11,0,0,0,0,0,19 Grace Maroon,17 Allie Milligan,19 Grace Maroon
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:25:30,15,7,7,0,0,3,13,3,1,2,1,2,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:33:58,16,7,8,1,0,1,6,1,0,1,0,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:38:31,17,7,9,1,0,1,10,1,1,1,0,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:46:58,18,7,10,0,0,0,0,0,0,0,0,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:48:49,19,7,11,1,1,1,11,0,0,0,0,0,00 Emilie Mohler,09 Sarah Hirannet,73 Chelsea Semper
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 14:52:48,20,8,11,0,1,3,18,2,2,0,1,2,03 Rachel Alfano,23 Natalie Bova,21 Linda Morse
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 15:01:49,21,9,11,0,1,2,7,1,0,1,2,0,NA,29 Sara Liang,19 Grace Maroon
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 15:06:24,22,10,11,0,0,1,2,1,1,0,1,0,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 15:11:09,23,10,12,1,1,2,6,1,1,0,1,0,27 Kit Asterin,23 Natalie Bova,21 Linda Morse
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 15:14:26,24,11,12,0,0,1,3,0,0,0,0,1,NA,NA,NA
PHL @ INDY,Week 1,PHL,INDY,2025-04-08 15:17:01,25,11,13,1,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 11:43:24,1,0,0,1,1,6,18,5,4,1,3,2,01 Maggie O'Connor,25 Samantha Wool,03 Chip Yen
RAL @ LA,Week 1,LA,RAL,2025-04-06 12:06:13,2,1,0,0,0,3,9,3,2,1,1,2,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 12:32:10,3,1,1,1,1,3,14,2,1,1,0,2,NA,93 Naomi Guzman,24 Avalon Igawa
RAL @ LA,Week 1,LA,RAL,2025-04-06 12:42:09,4,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 12:53:42,5,2,2,0,1,8,26,6,6,0,3,4,34 Amanda Ring,15 Violet Wei,24 Avalon Igawa
RAL @ LA,Week 1,LA,RAL,2025-04-06 13:18:32,6,3,2,0,0,1,2,1,1,0,0,1,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 13:23:52,7,3,3,1,1,2,13,1,1,0,1,0,25 Samantha Wool,01 Maggie O'Connor,11 Emily Ash
RAL @ LA,Week 1,LA,RAL,2025-04-06 13:28:04,8,4,3,1,0,5,29,5,4,2,0,5,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 14:21:29,9,4,4,1,1,1,6,0,0,0,0,0,89 Lexy Roy,44 Nadine Meister,93 Naomi Guzman
RAL @ LA,Week 1,LA,RAL,2025-04-06 14:30:47,10,5,4,0,0,2,6,2,2,0,0,2,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 14:38:33,11,5,5,1,1,3,24,2,2,0,2,0,01 Maggie O'Connor,25 Samantha Wool,20 Madee Shade
RAL @ LA,Week 1,LA,RAL,2025-04-06 14:43:52,12,6,5,0,0,1,6,1,1,0,1,0,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 14:46:56,13,6,6,0,0,2,13,2,2,0,0,1,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 14:55:47,14,6,7,0,0,2,5,2,2,0,1,1,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 20:01:58,15,6,8,0,0,4,19,4,3,1,2,1,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-06 20:16:54,16,6,9,1,1,1,15,0,0,0,0,0,44 Nadine Meister,25 Samantha Wool,01 Maggie O'Connor
RAL @ LA,Week 1,LA,RAL,2025-04-06 20:20:22,17,7,9,0,0,1,2,1,0,1,1,0,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-07 22:01:25,18,7,10,1,0,1,11,1,1,0,0,0,NA,NA,NA
RAL @ LA,Week 1,LA,RAL,2025-04-07 22:04:28,19,7,11,1,1,1,3,0,0,0,0,0,07 Jessica Martinez,24 Avalon Igawa,26 Cameron Helm
RAL @ LA,Week 1,LA,RAL,2025-04-07 22:06:44,20,8,11,1,1,1,12,0,0,0,0,1,44 Nadine Meister,01 Maggie O'Connor,50 Lilet Brooks
RAL @ LA,Week 1,LA,RAL,2025-04-07 22:13:18,21,9,11,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-05 22:33:39,1,0,0,0,0,5,15,5,3,2,1,4,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-05 22:50:11,2,0,1,1,1,4,10,3,2,1,0,3,NA,59 Audrey Lyman,06 Jenny Wei
RAL @ LA,Week 1,RAL,LA,2025-04-05 22:56:15,3,1,1,0,0,2,5,2,2,0,0,2,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-05 23:02:00,4,1,2,1,1,1,5,0,0,0,0,0,45 Caitlin Gross,59 Audrey Lyman,06 Jenny Wei
RAL @ LA,Week 1,RAL,LA,2025-04-05 23:04:08,5,2,2,1,0,1,2,1,1,0,0,1,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 13:12:56,6,2,3,1,0,6,21,6,4,2,0,5,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 13:31:14,7,2,4,1,1,2,8,1,0,1,1,0,18 Sarah McKee,09 Jinny Riedel,48 Natalie Baumgarten
RAL @ LA,Week 1,RAL,LA,2025-04-06 13:36:09,8,3,4,0,0,1,3,1,1,0,0,1,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 13:40:18,9,3,5,1,0,3,15,3,1,2,1,1,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 13:52:06,10,3,6,0,1,3,3,2,2,0,2,1,NA,09 Jinny Riedel,48 Natalie Baumgarten
RAL @ LA,Week 1,RAL,LA,2025-04-06 13:57:51,11,4,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 13:59:29,12,4,7,1,1,3,14,2,1,1,2,0,45 Caitlin Gross,15 Carmen Tormey,88 Maddie Pletzke
RAL @ LA,Week 1,RAL,LA,2025-04-06 14:06:37,13,5,7,0,0,2,3,2,2,0,0,2,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 14:10:29,14,5,8,1,1,2,8,1,1,0,1,0,59 Audrey Lyman,06 Jenny Wei,21 Julia Hoffmann
RAL @ LA,Week 1,RAL,LA,2025-04-06 14:13:35,15,6,8,0,1,2,18,1,0,1,0,2,02 Claire Bidigare-Curtis,06 Jenny Wei,02 Claire Bidigare-Curtis
RAL @ LA,Week 1,RAL,LA,2025-04-06 14:21:28,16,7,8,1,1,3,10,2,2,0,1,1,45 Caitlin Gross,15 Carmen Tormey,88 Maddie Pletzke
RAL @ LA,Week 1,RAL,LA,2025-04-06 18:49:07,17,8,8,0,1,4,17,3,2,1,2,2,88 Maddie Pletzke,21 Julia Hoffmann,15 Carmen Tormey
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:01:52,18,9,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:03:45,19,9,9,1,1,2,11,1,1,0,0,1,06 Jenny Wei,88 Maddie Pletzke,21 Julia Hoffmann
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:08:41,20,10,9,0,1,1,3,0,0,0,0,1,48 Natalie Baumgarten,24 Hannah Boettcher,43 Claire Hackl
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:11:37,21,11,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:13:32,22,11,10,1,0,1,3,1,1,0,0,0,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:18:41,23,11,11,1,1,1,3,0,0,0,0,0,15 Carmen Tormey,06 Jenny Wei,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:20:58,24,12,11,0,0,0,0,0,0,0,0,0,NA,NA,NA
LA @ NASH,Week 2,LA,NASH,2025-04-13 15:21:00,1,0,0,1,1,2,9,1,1,0,0,1,50 Lilet Brooks,25 Samantha Wool,03 Chip Yen
LA @ NASH,Week 2,LA,NASH,2025-04-13 15:27:18,2,1,0,0,1,2,12,1,1,0,0,2,89 Lexy Roy,26 Cameron Helm,19 Sophie Havranek
LA @ NASH,Week 2,LA,NASH,2025-04-13 15:51:20,3,2,0,0,0,4,10,4,3,2,2,2,NA,NA,NA
LA @ NASH,Week 2,LA,NASH,2025-04-13 16:01:14,4,2,1,1,1,1,6,0,0,0,0,0,03 Chip Yen,01 Maggie O'Connor,03 Chip Yen
LA @ NASH,Week 2,LA,NASH,2025-04-13 16:08:32,5,3,1,0,1,4,29,3,3,1,0,4,16 Karli Steiner,09 Arenaria Cramer,23 Frances Lebar
LA @ NASH,Week 2,LA,NASH,2025-04-13 16:29:51,6,4,1,0,1,1,10,0,0,0,0,1,44 Nadine Meister,93 Naomi Guzman,02 Iman Haq
LA @ NASH,Week 2,LA,NASH,2025-04-13 16:37:34,7,5,1,0,1,2,18,1,1,1,2,0,25 Samantha Wool,11 Emily Ash,03 Chip Yen
LA @ NASH,Week 2,LA,NASH,2025-04-13 16:45:28,8,6,1,0,1,2,4,1,1,0,1,1,07 Jessica Martinez,16 Karli Steiner,04 Amy Lee
LA @ NASH,Week 2,LA,NASH,2025-04-13 16:48:42,9,7,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
LA @ NASH,Week 2,LA,NASH,2025-04-13 16:52:22,10,7,2,1,0,2,7,2,2,0,0,1,NA,NA,NA
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:09:05,11,7,3,1,0,6,18,6,5,1,2,3,NA,NA,NA
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:23:02,12,7,4,1,1,1,4,0,0,0,0,0,09 Arenaria Cramer,16 Karli Steiner,89 Lexy Roy
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:25:26,13,8,4,0,1,3,18,2,2,0,2,1,09 Arenaria Cramer,16 Karli Steiner,26 Cameron Helm
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:42:12,14,9,4,0,1,1,9,0,0,0,0,1,19 Sophie Havranek,89 Lexy Roy,23 Frances Lebar
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:45:55,15,10,4,0,0,0,0,0,0,0,0,0,NA,NA,NA
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:47:22,16,10,5,1,1,1,3,0,0,0,0,0,25 Samantha Wool,01 Maggie O'Connor,00 Stephanie Pritchard
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:50:12,17,11,5,0,1,2,9,1,1,0,1,1,93 Naomi Guzman,16 Karli Steiner,26 Cameron Helm
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:56:10,18,12,5,0,1,1,4,0,0,0,0,1,20 Madee Shade,23 Frances Lebar,17 Rachel Johnston
LA @ NASH,Week 2,LA,NASH,2025-04-13 17:58:52,19,13,5,1,1,3,7,2,0,2,0,3,25 Samantha Wool,11 Emily Ash,03 Chip Yen
LA @ NASH,Week 2,LA,NASH,2025-04-13 18:07:35,20,14,5,0,0,1,1,1,1,0,1,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 15:23:42,1,0,0,0,0,1,3,1,1,0,0,1,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 15:33:55,2,0,1,1,0,2,12,2,2,0,1,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 15:48:03,3,0,2,1,1,5,23,4,4,0,3,1,96 Natalie Wilson,15 Sylvia Brown,96 Natalie Wilson
LA @ NASH,Week 2,NASH,LA,2025-04-13 15:56:00,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 15:59:31,5,1,3,1,0,4,18,4,3,1,1,2,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 16:12:02,6,1,4,1,0,1,10,1,1,0,0,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 16:15:40,7,1,5,1,0,2,9,2,2,0,1,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 16:22:29,8,1,6,1,0,2,7,2,2,0,1,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 16:26:35,9,1,7,1,1,1,7,0,0,0,0,0,06 Rebecca Fagan,16 Emily Branson,22 Becca Henley
LA @ NASH,Week 2,NASH,LA,2025-04-13 16:31:46,10,2,7,0,1,2,6,1,0,1,0,2,15 Sylvia Brown,06 Rebecca Fagan,18 Morgan Butts
LA @ NASH,Week 2,NASH,LA,2025-04-13 17:38:33,11,3,7,0,1,6,41,5,5,0,2,4,42 Emma Patterson,15 Sylvia Brown,61 Madison Oakman
LA @ NASH,Week 2,NASH,LA,2025-04-13 17:55:58,12,4,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 17:57:06,13,4,8,1,0,3,21,3,3,0,1,1,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 18:05:19,14,4,9,1,0,1,1,1,1,0,0,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 18:07:11,15,4,10,1,1,1,5,0,0,0,0,0,15 Sylvia Brown,01 Tori Radcliffe,22 Becca Henley
LA @ NASH,Week 2,NASH,LA,2025-04-13 18:08:43,16,5,10,0,0,0,0,0,0,0,0,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 18:10:50,17,5,11,1,0,2,9,2,2,0,1,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 21:39:55,18,5,12,1,0,1,10,1,1,0,0,0,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 21:43:24,19,5,13,1,0,3,27,3,2,1,0,2,NA,NA,NA
LA @ NASH,Week 2,NASH,LA,2025-04-13 21:51:45,20,5,14,1,0,1,3,1,1,0,1,0,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 14:44:48,1,0,0,0,0,1,10,1,1,0,0,1,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:26:40,2,0,1,1,1,1,7,0,0,0,0,0,20 Yina Cartagena,24 Jolie Krebs,33 Valeria Cárdenas
