match,week,team,opponent,Created,Point,Possession,Thrower,Receiver,Turnover?,Thrower error?,Receiver error?,Throw to endzone?,Assist?,Secondary assist?,Huck?,Swing?,Dump?,From sideline?,To sideline?,Distance (m),Forward distance (m),Left-to-right distance (m),Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),End X (0 -> 1 = left sideline -> right sideline),End Y (0 -> 1 = back of opponent endzone -> back of own endzone)
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:20,2,2,25 Katie Sanders,32 Therese Doebler,0,0,0,0,0,0,0,0,0,0,0,18.265535,17.881601,3.725333,0.2944444,0.7006173,0.21805553,0.53765434
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:20,2,2,32 Therese Doebler,25 Katie Sanders,0,0,0,0,0,0,0,0,1,0,0,13.834355,-8.060264,-11.243733,0.21805553,0.53765434,0.44861108,0.6111111
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:21,2,2,25 Katie Sanders,06 Lylah Bannister,0,0,0,0,0,0,0,0,0,0,0,16.212196,13.478933,9.0085335,0.44861108,0.6111111,0.26388887,0.4882716
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:22,2,2,06 Lylah Bannister,19 Elle Mayer,0,0,0,0,0,0,0,0,0,0,0,12.917015,2.1674678,-12.733867,0.26388887,0.4882716,0.525,0.4685185
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:22,2,2,19 Elle Mayer,32 Therese Doebler,0,0,0,0,0,0,0,1,0,0,1,19.508142,2.3029306,19.371735,0.525,0.4685185,0.12777774,0.44753087
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:22,2,2,32 Therese Doebler,NA,1,1,0,0,0,0,0,0,0,1,1,20.669767,20.658667,-0.67733514,0.12777774,0.44753087,0.14166667,0.25925925
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:24,2,3,05 Megan Jarriel,25 Katie Sanders,0,0,0,0,0,0,0,0,1,0,1,15.253842,-6.1637306,13.953069,0.37638888,0.42530864,0.09027774,0.48148146
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:24,2,3,25 Katie Sanders,NA,1,1,0,0,0,0,0,1,0,1,0,21.92772,-2.8447976,-21.742401,0.09027774,0.48148146,0.53611106,0.50740737
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:35,3,1,29 Soju Hokari,01 Charlie Hawkins,0,0,0,0,0,0,0,1,0,0,0,16.14968,3.7253342,-15.714134,0.42222226,0.61049384,0.7444445,0.5765432
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:35,3,1,01 Charlie Hawkins,11 Quincy Booth,0,0,0,0,0,0,0,0,1,0,0,14.648736,-5.8928022,13.411202,0.7444445,0.5765432,0.46944445,0.63024694
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:35,3,1,11 Quincy Booth,57 Ximena Montana,0,0,0,0,0,0,0,0,0,0,1,22.063295,11.717867,-18.6944,0.46944445,0.63024694,0.8527778,0.5234568
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:36,3,1,57 Ximena Montana,NA,1,1,0,1,0,0,1,0,0,1,0,58.406406,57.031467,12.5984,0.8527778,0.5234568,0.59444445,0.003703723
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:39,3,2,57 Ximena Montana,29 Soju Hokari,0,0,0,0,0,0,0,0,1,0,0,14.983157,-5.2832007,-14.020799,0.22916667,0.62222224,0.51666665,0.6703704
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:39,3,2,29 Soju Hokari,57 Ximena Montana,0,0,0,0,0,0,0,0,0,0,0,13.359102,11.514666,-6.773337,0.51666665,0.6703704,0.6555556,0.56543213
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:39,3,2,57 Ximena Montana,26 Morgan Lally,0,0,0,0,0,0,0,0,0,0,0,12.210802,7.8570695,-9.3472,0.6555556,0.56543213,0.84722227,0.49382716
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:43,3,2,26 Morgan Lally,11 Quincy Booth,0,0,0,0,0,0,0,0,0,0,1,8.531711,8.195733,-2.3706634,0.84722227,0.49382716,0.8958333,0.4191358
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:43,3,2,11 Quincy Booth,57 Ximena Montana,0,0,0,0,0,0,0,0,0,1,1,9.081823,9.008532,-1.1514676,0.8958333,0.4191358,0.91944444,0.33703706
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:43,3,2,57 Ximena Montana,11 Quincy Booth,0,0,0,0,0,0,0,0,0,1,1,8.2002125,8.195736,-0.27093405,0.91944444,0.33703706,0.925,0.26234567
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:44,3,2,11 Quincy Booth,29 Soju Hokari,0,0,0,0,0,0,0,0,1,1,0,11.060462,-4.6735992,10.024534,0.925,0.26234567,0.71944445,0.30493826
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:44,3,2,29 Soju Hokari,33 Georgia Tse,0,0,0,0,0,0,0,1,0,0,0,18.518843,6.502399,17.339733,0.71944445,0.30493826,0.36388892,0.245679
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:45,3,2,33 Georgia Tse,29 Soju Hokari,0,0,0,0,0,1,0,0,1,0,0,7.402793,-6.2314672,3.9962678,0.36388892,0.245679,0.28194445,0.30246913
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 17:46,3,2,29 Soju Hokari,26 Morgan Lally,0,0,0,1,1,0,0,0,0,0,0,34.23007,22.013329,-26.212803,0.28194445,0.30246913,0.8194445,0.10185187
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:00,5,1,09 Liv Ford,75 Sarah Kingsley-Hart,0,0,0,0,0,0,0,0,0,0,0,12.830955,12.124268,4.1994677,0.7277778,0.55246913,0.64166665,0.4419753
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:00,5,1,75 Sarah Kingsley-Hart,57 Ximena Montana,0,0,0,0,0,0,0,0,0,0,0,18.272686,14.020797,11.717864,0.64166665,0.4419753,0.40138894,0.31419754
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:01,5,1,57 Ximena Montana,33 Georgia Tse,1,0,1,0,0,0,0,0,0,0,0,12.449856,7.382932,-10.02453,0.40138894,0.31419754,0.60694444,0.2469136
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:01,5,2,57 Ximena Montana,09 Liv Ford,0,0,0,0,0,0,0,1,0,0,0,16.120531,0.0,-16.120531,0.1902778,0.51851857,0.5208333,0.51851857
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:02,5,2,09 Liv Ford,11 Quincy Booth,0,0,0,0,0,0,0,0,0,0,0,19.073881,13.004805,13.953065,0.5208333,0.51851857,0.23472227,0.4
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:02,5,2,11 Quincy Booth,57 Ximena Montana,0,0,0,0,0,0,0,1,0,0,0,19.105726,-4.538133,-18.558935,0.23472227,0.4,0.6152778,0.44135803
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:02,5,2,57 Ximena Montana,75 Sarah Kingsley-Hart,0,0,0,0,0,0,0,0,0,0,0,12.78582,5.9605303,-11.311467,0.6152778,0.44135803,0.84722227,0.38703707
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:03,5,2,75 Sarah Kingsley-Hart,57 Ximena Montana,0,0,0,0,0,0,0,0,0,0,0,17.997324,10.092269,14.901335,0.84722227,0.38703707,0.5416667,0.29506174
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:03,5,2,57 Ximena Montana,04 Chloe Greene,0,0,0,0,0,0,0,0,1,0,0,12.763557,-7.4506683,10.3632,0.5416667,0.29506174,0.32916668,0.362963
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:03,5,2,04 Chloe Greene,10 Mia Griner,0,0,0,0,0,0,0,1,0,0,0,17.848986,7.5183997,-16.188267,0.32916668,0.362963,0.6611111,0.29444447
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:03,5,2,10 Mia Griner,04 Chloe Greene,0,0,0,0,0,0,0,0,1,0,0,11.677862,-3.3866646,11.176,0.6611111,0.29444447,0.43194446,0.32530865
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:03,5,2,04 Chloe Greene,33 Georgia Tse,0,0,0,0,0,1,0,0,0,0,0,20.145063,12.259733,-15.98507,0.43194446,0.32530865,0.7597223,0.21358025
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:03,5,2,33 Georgia Tse,57 Ximena Montana,0,0,0,1,1,0,0,0,0,0,0,13.749031,13.682132,-1.3546644,0.7597223,0.21358025,0.7875,0.088888906
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:09,6,1,09 Liv Ford,29 Soju Hokari,0,0,0,0,0,0,0,0,0,1,0,7.721897,1.7610669,-7.5184,0.06666667,0.8104938,0.22083333,0.79444444
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:09,6,1,29 Soju Hokari,09 Liv Ford,0,0,0,0,0,0,0,0,0,0,0,8.823551,8.602134,1.9642675,0.22083333,0.79444444,0.18055554,0.7160494
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:09,6,1,09 Liv Ford,29 Soju Hokari,0,0,0,0,0,0,0,0,0,0,1,12.487202,12.05653,3.2512002,0.18055554,0.7160494,0.11388887,0.60617286
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:10,6,1,29 Soju Hokari,22 Anna Gustafson,0,0,0,0,0,0,0,0,0,1,0,24.60026,23.706669,-6.5701327,0.11388887,0.60617286,0.24861106,0.39012346
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:10,6,1,22 Anna Gustafson,09 Liv Ford,0,0,0,0,0,0,0,0,1,0,0,11.269001,-11.108265,1.8965318,0.24861106,0.39012346,0.2097222,0.491358
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:11,6,1,09 Liv Ford,29 Soju Hokari,0,0,0,0,0,0,0,0,0,0,1,7.9928193,6.4346657,4.741333,0.2097222,0.491358,0.1125,0.43271604
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:11,6,1,29 Soju Hokari,09 Liv Ford,0,0,0,0,0,0,0,0,1,1,0,8.145196,-6.3669314,-5.0800004,0.1125,0.43271604,0.21666667,0.49074072
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:12,6,1,09 Liv Ford,NA,1,1,0,0,0,0,0,0,0,0,0,10.294796,8.534399,-5.757332,0.21666667,0.49074072,0.3347222,0.41296294
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:21,6,2,09 Liv Ford,NA,1,1,0,1,0,0,0,0,0,1,1,10.858478,10.837332,0.67733365,0.9388889,0.17716049,0.925,0.07839507
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:22,6,3,29 Soju Hokari,14 Charlotte Doran,0,0,0,0,0,0,0,1,0,0,0,16.193369,-0.40640107,-16.188269,0.24583334,0.57839507,0.5777778,0.5820988
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:22,6,3,14 Charlotte Doran,12 Emma Jaschke,0,0,0,0,0,0,0,0,0,0,0,14.745967,9.211732,-11.514667,0.5777778,0.5820988,0.8138889,0.49814817
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:22,6,3,12 Emma Jaschke,14 Charlotte Doran,0,0,0,0,0,0,0,1,0,0,0,18.870388,-6.0282617,17.8816,0.8138889,0.49814817,0.44722226,0.5530864
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:23,6,3,14 Charlotte Doran,08 Dani Ortiz,1,1,0,0,0,0,0,0,0,0,0,13.658137,7.450662,11.446936,0.44722226,0.5530864,0.2125,0.4851852
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:25,7,1,29 Soju Hokari,11 Quincy Booth,0,0,0,0,0,0,0,0,0,0,0,10.718143,3.7930655,10.024532,0.49861106,0.67098767,0.29305553,0.6364198
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:25,7,1,11 Quincy Booth,29 Soju Hokari,0,0,0,0,0,0,0,0,0,0,0,9.103523,5.4186697,-7.3152003,0.29305553,0.6364198,0.44305554,0.587037
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:25,7,1,29 Soju Hokari,01 Charlie Hawkins,0,0,0,0,0,0,0,0,0,0,0,11.454143,-0.40640107,-11.446931,0.44305554,0.587037,0.6777777,0.59074074
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:25,7,1,01 Charlie Hawkins,11 Quincy Booth,0,0,0,0,0,0,0,1,0,0,0,17.513096,1.1514653,17.4752,0.6777777,0.59074074,0.3194444,0.5802469
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:25,7,1,11 Quincy Booth,33 Georgia Tse,0,0,0,0,0,0,0,0,0,0,1,24.681158,23.232536,8.3312,0.3194444,0.5802469,0.14861107,0.3685185
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:25,7,1,33 Georgia Tse,57 Ximena Montana,0,0,0,0,0,0,0,0,0,1,1,8.373766,8.263464,1.3546648,0.14861107,0.3685185,0.12083333,0.29320988
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:26,7,1,57 Ximena Montana,11 Quincy Booth,0,0,0,0,0,0,0,0,1,1,1,8.425382,-7.6538625,3.5221355,0.12083333,0.29320988,0.048611067,0.36296293
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:26,7,1,11 Quincy Booth,57 Ximena Montana,0,0,0,0,0,0,0,0,0,1,1,12.740349,12.598398,-1.8965355,0.048611067,0.36296293,0.0875,0.24814813
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:26,7,1,57 Ximena Montana,11 Quincy Booth,0,0,0,0,0,0,0,0,1,1,1,7.4361835,-6.9765344,2.5738678,0.0875,0.24814813,0.0347222,0.3117284
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:26,7,1,11 Quincy Booth,29 Soju Hokari,0,0,0,0,0,1,0,0,0,1,0,15.479548,12.869333,-8.602132,0.0347222,0.3117284,0.21111107,0.19444443
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:27,7,1,29 Soju Hokari,11 Quincy Booth,0,0,0,1,1,0,0,0,0,0,0,7.497624,6.9088,2.9125323,0.21111107,0.19444443,0.15138887,0.13148147
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:35,8,1,11 Quincy Booth,04 Chloe Greene,0,0,0,0,0,0,0,0,1,1,1,9.735709,-9.076266,-3.5221324,0.022222264,0.47098768,0.09444447,0.5537037
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:35,8,1,04 Chloe Greene,11 Quincy Booth,0,0,0,0,0,0,0,0,0,1,1,12.686402,12.4629345,2.370668,0.09444447,0.5537037,0.045833334,0.44012347
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:35,8,1,11 Quincy Booth,04 Chloe Greene,0,0,0,0,0,0,0,0,0,1,1,6.2406616,6.2314653,-0.33866775,0.045833334,0.44012347,0.0527778,0.38333336
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:35,8,1,04 Chloe Greene,09 Liv Ford,0,0,0,0,0,0,0,0,1,1,0,21.912651,-9.144001,-19.9136,0.0527778,0.38333336,0.46111113,0.4666667
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:35,8,1,09 Liv Ford,57 Ximena Montana,0,0,0,0,0,0,0,0,0,0,0,14.427361,-0.06773133,-14.427201,0.46111113,0.4666667,0.7569445,0.46728396
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:36,8,1,57 Ximena Montana,04 Chloe Greene,0,0,0,0,0,0,0,0,0,0,0,11.902579,11.650132,2.4384007,0.7569445,0.46728396,0.70694447,0.36111113
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:36,8,1,04 Chloe Greene,09 Liv Ford,0,0,0,0,0,0,0,0,0,0,0,15.423285,7.247468,13.614401,0.70694447,0.36111113,0.4277778,0.29506174
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:36,8,1,09 Liv Ford,75 Sarah Kingsley-Hart,0,0,0,0,0,1,0,0,0,0,0,10.55706,6.570132,8.263468,0.4277778,0.29506174,0.25833333,0.2351852
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:37,8,1,75 Sarah Kingsley-Hart,57 Ximena Montana,0,0,0,1,1,0,0,0,0,0,1,16.4028,13.478935,9.3472,0.25833333,0.2351852,0.06666667,0.11234568
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:44,9,1,04 Chloe Greene,14 Charlotte Doran,1,0,1,0,0,0,0,0,0,0,0,9.1015,8.805327,-2.3029323,0.7,0.7148148,0.7472222,0.6345679
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:46,9,2,14 Charlotte Doran,NA,1,1,0,0,0,0,0,0,0,1,1,7.673026,7.653869,0.54186517,0.96111107,0.8117284,0.95,0.7419753
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:49,10,1,25 Katie Sanders,05 Megan Jarriel,0,0,0,0,0,0,0,0,0,1,1,15.311024,15.104527,2.5061324,0.09861113,0.57345676,0.047222264,0.4358025
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:49,10,1,05 Megan Jarriel,32 Therese Doebler,0,0,0,0,0,0,0,1,0,1,0,21.813604,1.7610701,-21.742401,0.047222264,0.4358025,0.4930556,0.41975307
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:49,10,1,32 Therese Doebler,01 Charlie Hawkins,0,0,0,0,0,0,0,0,1,0,0,14.703755,-7.112002,12.869337,0.4930556,0.41975307,0.22916667,0.4845679
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:50,10,1,01 Charlie Hawkins,05 Megan Jarriel,0,0,0,0,0,0,0,0,0,0,1,11.937221,10.5664015,5.554133,0.22916667,0.4845679,0.1152778,0.3882716
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:50,10,1,05 Megan Jarriel,01 Charlie Hawkins,0,0,0,0,0,0,0,0,1,1,0,15.02169,-7.5183997,-13.004801,0.1152778,0.3882716,0.38194448,0.45679012
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:50,10,1,01 Charlie Hawkins,06 Lylah Bannister,0,0,0,0,0,0,0,0,0,0,0,15.598239,9.008532,-12.733869,0.38194448,0.45679012,0.6430556,0.37469137
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:50,10,1,06 Lylah Bannister,01 Charlie Hawkins,0,0,0,0,0,0,0,1,0,0,0,18.613365,-5.8250675,17.678402,0.6430556,0.37469137,0.2805556,0.4277778
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:50,10,1,01 Charlie Hawkins,17 Christina Marsicano,0,0,0,0,0,0,0,1,0,0,0,18.43243,-2.3029306,-18.288,0.2805556,0.4277778,0.6555556,0.44876543
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:51,10,1,17 Christina Marsicano,01 Charlie Hawkins,1,0,1,0,0,0,0,0,0,0,0,10.436425,10.430929,-0.3386654,0.6555556,0.44876543,0.6625,0.35370374
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:54,10,2,17 Christina Marsicano,01 Charlie Hawkins,0,0,0,0,0,0,0,1,0,0,0,17.125288,3.657603,-16.730135,0.4125,0.7432099,0.75555557,0.70987654
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:55,10,2,01 Charlie Hawkins,19 Elle Mayer,0,0,0,0,0,0,0,0,0,0,0,18.527884,15.917334,9.482666,0.75555557,0.70987654,0.56111115,0.5648148
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 18:56,10,2,19 Elle Mayer,NA,1,1,0,0,0,0,0,0,0,0,0,14.085436,12.598396,-6.2992,0.56111115,0.5648148,0.6902778,0.45000002
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:01,10,3,14 Charlotte Doran,29 Soju Hokari,0,0,0,0,0,0,0,0,0,1,1,18.727386,18.55894,-2.506132,0.8972223,0.78888893,0.94861114,0.61975306
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:01,10,3,29 Soju Hokari,14 Charlotte Doran,0,0,0,0,0,0,0,0,1,1,1,10.580288,-10.295469,2.4384007,0.94861114,0.61975306,0.8986111,0.71358025
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:01,10,3,14 Charlotte Doran,29 Soju Hokari,0,0,0,0,0,0,0,0,1,1,0,10.022018,-2.573869,9.685868,0.8986111,0.71358025,0.7,0.73703706
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:02,10,3,29 Soju Hokari,05 Megan Jarriel,0,0,0,0,0,0,0,0,0,0,0,17.635267,17.475199,2.3706634,0.7,0.73703706,0.65138894,0.5777778
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:02,10,3,05 Megan Jarriel,14 Charlotte Doran,0,0,0,0,0,0,0,0,1,0,0,9.036754,-8.805334,-2.0319982,0.65138894,0.5777778,0.69305557,0.6580247
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:02,10,3,14 Charlotte Doran,NA,1,1,0,0,0,0,1,0,0,0,0,40.82253,40.301334,6.5024,0.69305557,0.6580247,0.55972224,0.29074076
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:05,10,4,29 Soju Hokari,07 Allison Murphy,0,0,0,0,0,0,0,0,0,0,0,11.559406,11.514669,1.0159991,0.8013889,0.47098768,0.7805556,0.36604938
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:05,10,4,07 Allison Murphy,29 Soju Hokari,0,0,0,0,0,0,0,0,1,0,0,13.2842,-10.905067,7.586136,0.7805556,0.36604938,0.625,0.4654321
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:06,10,4,29 Soju Hokari,08 Dani Ortiz,0,0,0,0,0,0,0,0,0,0,0,12.526457,10.905067,-6.1637344,0.625,0.4654321,0.7513889,0.36604938
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:06,10,4,08 Dani Ortiz,32 Therese Doebler,0,0,0,0,0,0,0,0,0,0,1,10.154126,7.111999,-7.2474647,0.7513889,0.36604938,0.9,0.30123457
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:10,10,4,32 Therese Doebler,08 Dani Ortiz,0,0,0,0,0,0,0,0,1,1,0,11.581606,-2.7770662,11.243732,0.9,0.30123457,0.66944444,0.3265432
ATX @ ATL,Week 1,ATL,ATX,4/10/2025 19:10,10,4,08 Dani Ortiz,09 Liv Ford,1,1,1,0,0,0,0,0,0,0,0,13.650575,8.805331,10.430932,0.66944444,0.3265432,0.4555556,0.24629632
